Account_Number,Balance
7387334645,62930
7387334646,49677
7387334647,87339
7387334648,29255
7387334649,94035
7387334650,28819
7387334651,3979
7387334652,43682
7387334653,92236
7387334654,90707
7387334655,50712
7387334656,85067
7387334657,95684
7387334658,28675
7387334659,73267
7387334660,68534
7387334661,47451
7387334662,12376
7387334663,13164
7387334664,24880
7387334665,50468
7387334666,26164
7387334667,17785
7387334668,64531
7387334669,6826
7387334670,26198
7387334671,64120
7387334672,12379
7387334673,92707
7387334674,29797
7387334675,60942
7387334676,50209
7387334677,8987
7387334678,83778
7387334679,52353
7387334680,60057
7387334681,71529
7387334682,18558
7387334683,72210
7387334684,78345
7387334685,97022
7387334686,54372
7387334687,95402
7387334688,52921
7387334689,9893
7387334690,32233
7387334691,18692
7387334692,48508
7387334693,10295
7387334694,83371
7387334695,29517
7387334696,31640
7387334697,19207
7387334698,35753
7387334699,25748
7387334700,15806
7387334701,2660
7387334702,59960
7387334703,60138
7387334704,50418
7387334705,7149
7387334706,18550
7387334707,94532
7387334708,17000
7387334709,65663
7387334710,71212
7387334711,71609
7387334712,20082
7387334713,38561
7387334714,76363
7387334715,76073
7387334716,99025
7387334717,47756
7387334718,55759
7387334719,8323
7387334720,41052
7387334721,62775
7387334722,43212
7387334723,39347
7387334724,70271
7387334725,3646
7387334726,85188
7387334727,73909
7387334728,662
7387334729,99690
7387334730,92042
7387334731,86746
7387334732,82969
7387334733,86031
7387334734,76150
7387334735,34021
7387334736,88428
7387334737,29801
7387334738,24612
7387334739,49323
7387334740,1691
7387334741,30203
7387334742,63867
7387334743,54192
7387334744,89888
7387334745,70627
7387334746,4047
7387334747,96312
7387334748,66412
7387334749,17970
7387334750,92522
7387334751,58780
7387334752,45560
7387334753,69852
7387334754,78700
7387334755,973
7387334756,1044
7387334757,21142
7387334758,11073
7387334759,26696
7387334760,48325
7387334761,5844
7387334762,72634
7387334763,49072
7387334764,55282
7387334765,61337
7387334766,6585
7387334767,36325
7387334768,93605
7387334769,45358
7387334770,86563
7387334771,68792
7387334772,75649
7387334773,76412
7387334774,28329
7387334775,83134
7387334776,57037
7387334777,31732
7387334778,87097
7387334779,75191
7387334780,6732
7387334781,99527
7387334782,91037
7387334783,64353
7387334784,90200
7387334785,33348
7387334786,91903
7387334787,78252
7387334788,68998
7387334789,47365
7387334790,90688
7387334791,98392
7387334792,30621
7387334793,78874
7387334794,8362
7387334795,60375
7387334796,81326
7387334797,12309
7387334798,10373
7387334799,44635
7387334800,89723
7387334801,41069
7387334802,79331
7387334803,12318
7387334804,33858
7387334805,56478
7387334806,26374
7387334807,42691
7387334808,53946
7387334809,27694
7387334810,69503
7387334811,1622
7387334812,84058
7387334813,15125
7387334814,53129
7387334815,51506
7387334816,91373
7387334817,75523
7387334818,58028
7387334819,12092
7387334820,31966
7387334821,88213
7387334822,52499
7387334823,30144
7387334824,22537
7387334825,96908
7387334826,25530
7387334827,45557
7387334828,30441
7387334829,14241
7387334830,21139
7387334831,12889
7387334832,92217
7387334833,10965
7387334834,29344
7387334835,68222
7387334836,91984
7387334837,86619
7387334838,69295
7387334839,3692
7387334840,78990
7387334841,75283
7387334842,74130
7387334843,85870
7387334844,87191
7387334845,71344
7387334846,19206
7387334847,1476
7387334848,94181
7387334849,71835
7387334850,12605
7387334851,10143
7387334852,10865
7387334853,5941
7387334854,29931
7387334855,48048
7387334856,14389
7387334857,84271
7387334858,31145
7387334859,51429
7387334860,10604
7387334861,54741
7387334862,34723
7387334863,29865
7387334864,82379
7387334865,327
7387334866,52063
7387334867,56297
7387334868,64944
7387334869,63195
7387334870,72201
7387334871,32340
7387334872,35350
7387334873,18690
7387334874,80649
7387334875,35904
7387334876,20464
7387334877,81799
7387334878,37467
7387334879,20501
7387334880,34721
7387334881,87420
7387334882,51091
7387334883,13501
7387334884,9041
7387334885,60584
7387334886,31583
7387334887,41805
7387334888,84494
7387334889,81268
7387334890,10067
7387334891,56159
7387334892,77500
7387334893,47165
7387334894,64737
7387334895,76062
7387334896,55743
7387334897,44293
7387334898,95206
7387334899,30742
7387334900,86982
7387334901,59338
7387334902,9935
7387334903,81182
7387334904,34693
7387334905,51350
7387334906,20957
7387334907,49875
7387334908,21996
7387334909,1177
7387334910,85392
7387334911,26003
7387334912,27985
7387334913,68038
7387334914,44047
7387334915,52512
7387334916,81124
7387334917,32257
7387334918,93048
7387334919,64018
7387334920,57787
7387334921,72786
7387334922,90602
7387334923,94198
7387334924,3223
7387334925,65601
7387334926,21318
7387334927,15779
7387334928,53826
7387334929,48074
7387334930,94700
7387334931,1940
7387334932,79829
7387334933,70194
7387334934,63796
7387334935,67251
7387334936,41647
7387334937,26063
7387334938,60006
7387334939,32446
7387334940,90649
7387334941,69723
7387334942,82958
7387334943,49684
7387334944,63851
7387334945,35585
7387334946,58531
7387334947,48437
7387334948,50243
7387334949,18435
7387334950,45363
7387334951,70121
7387334952,36038
7387334953,17473
7387334954,72810
7387334955,45514
7387334956,12873
7387334957,762
7387334958,83666
7387334959,94326
7387334960,56229
7387334961,94272
7387334962,53961
7387334963,77936
7387334964,43366
7387334965,24327
7387334966,18022
7387334967,90196
7387334968,91340
7387334969,43735
7387334970,54936
7387334971,91827
7387334972,85101
7387334973,75512
7387334974,35239
7387334975,56971
7387334976,30286
7387334977,49963
7387334978,10984
7387334979,52872
7387334980,63473
7387334981,96119
7387334982,98257
7387334983,84352
7387334984,1167
7387334985,11657
7387334986,78613
7387334987,61501
7387334988,41277
7387334989,77502
7387334990,79787
7387334991,64947
7387334992,88902
7387334993,80626
7387334994,534
7387334995,14302
7387334996,55708
7387334997,14747
7387334998,3319
7387334999,94423
7387335000,8626
7387335001,39972
7387335002,36628
7387335003,46408
7387335004,63835
7387335005,92058
7387335006,15696
7387335007,18723
7387335008,60949
7387335009,22933
7387335010,79286
7387335011,84622
7387335012,33181
7387335013,43924
7387335014,664
7387335015,77235
7387335016,85620
7387335017,82708
7387335018,64942
7387335019,14644
7387335020,16846
7387335021,97862
7387335022,47419
7387335023,82695
7387335024,44267
7387335025,62346
7387335026,17780
7387335027,32652
7387335028,19303
7387335029,65549
7387335030,51487
7387335031,9980
7387335032,86124
7387335033,76774
7387335034,3351
7387335035,82543
7387335036,23039
7387335037,28601
7387335038,34201
7387335039,88051
7387335040,45718
7387335041,14989
7387335042,27198
7387335043,28476
7387335044,97226
7387335045,72620
7387335046,87262
7387335047,89027
7387335048,29781
7387335049,50048
7387335050,85223
7387335051,37022
7387335052,11504
7387335053,51087
7387335054,8255
7387335055,99561
7387335056,86303
7387335057,52224
7387335058,89651
7387335059,9175
7387335060,44146
7387335061,39083
7387335062,4884
7387335063,22358
7387335064,8214
7387335065,42899
7387335066,28404
7387335067,70476
7387335068,94200
7387335069,74629
7387335070,94934
7387335071,55921
7387335072,72610
7387335073,60374
7387335074,87328
7387335075,96493
7387335076,65236
7387335077,9188
7387335078,70302
7387335079,49693
7387335080,2353
7387335081,46447
7387335082,2884
7387335083,81365
7387335084,57075
7387335085,8233
7387335086,34064
7387335087,81558
7387335088,55792
7387335089,72206
7387335090,21203
7387335091,12797
7387335092,77633
7387335093,83691
7387335094,7307
7387335095,11828
7387335096,69019
7387335097,78015
7387335098,75617
7387335099,81475
7387335100,41002
7387335101,4666
7387335102,22317
7387335103,23558
7387335104,90695
7387335105,86671
7387335106,4185
7387335107,22753
7387335108,78762
7387335109,90578
7387335110,57090
7387335111,51142
7387335112,41230
7387335113,58452
7387335114,28711
7387335115,35868
7387335116,20303
7387335117,80427
7387335118,94664
7387335119,3583
7387335120,42455
7387335121,94507
7387335122,55941
7387335123,62571
7387335124,60420
7387335125,9793
7387335126,6685
7387335127,42244
7387335128,49794
7387335129,6133
7387335130,78062
7387335131,81133
7387335132,90293
7387335133,78218
7387335134,49704
7387335135,97156
7387335136,58056
7387335137,45312
7387335138,88928
7387335139,10920
7387335140,26158
7387335141,92356
7387335142,9263
7387335143,22323
7387335144,44356
7387335145,46359
7387335146,56636
7387335147,26943
7387335148,6911
7387335149,67006
7387335150,81988
7387335151,40168
7387335152,83007
7387335153,69095
7387335154,64831
7387335155,37282
7387335156,30156
7387335157,48626
7387335158,31202
7387335159,14842
7387335160,44613
7387335161,70232
7387335162,52792
7387335163,86236
7387335164,5723
7387335165,31829
7387335166,72831
7387335167,47708
7387335168,26906
7387335169,56463
7387335170,60877
7387335171,91629
7387335172,25869
7387335173,72568
7387335174,146
7387335175,15877
7387335176,1216
7387335177,21383
7387335178,16004
7387335179,38918
7387335180,89211
7387335181,60147
7387335182,66601
7387335183,26803
7387335184,44692
7387335185,37644
7387335186,85699
7387335187,15955
7387335188,75671
7387335189,44634
7387335190,37886
7387335191,59119
7387335192,23898
7387335193,3643
7387335194,18876
7387335195,86598
7387335196,29545
7387335197,42802
7387335198,10021
7387335199,82506
7387335200,17138
7387335201,35948
7387335202,88395
7387335203,24564
7387335204,69265
7387335205,39350
7387335206,73200
7387335207,76756
7387335208,75922
7387335209,37827
7387335210,22781
7387335211,93912
7387335212,7035
7387335213,88043
7387335214,28916
7387335215,65858
7387335216,67943
7387335217,83190
7387335218,18894
7387335219,12821
7387335220,4113
7387335221,60353
7387335222,19401
7387335223,16052
7387335224,40715
7387335225,40230
7387335226,41929
7387335227,47524
7387335228,45926
7387335229,43479
7387335230,23877
7387335231,89561
7387335232,41911
7387335233,75141
7387335234,54083
7387335235,17903
7387335236,56948
7387335237,93688
7387335238,9093
7387335239,30909
7387335240,64911
7387335241,50797
7387335242,73876
7387335243,98504
7387335244,89104
7387335245,49669
7387335246,79968
7387335247,20376
7387335248,28012
7387335249,83702
7387335250,34233
7387335251,75786
7387335252,37608
7387335253,59022
7387335254,61730
7387335255,62568
7387335256,90408
7387335257,73821
7387335258,11945
7387335259,93075
7387335260,17467
7387335261,9666
7387335262,15408
7387335263,91201
7387335264,12299
7387335265,54161
7387335266,59171
7387335267,14887
7387335268,80484
7387335269,76437
7387335270,73915
7387335271,26777
7387335272,16095
7387335273,5577
7387335274,33489
7387335275,65906
7387335276,72514
7387335277,49693
7387335278,60517
7387335279,62662
7387335280,68578
7387335281,62201
7387335282,53582
7387335283,83421
7387335284,94095
7387335285,95103
7387335286,56766
7387335287,43651
7387335288,13281
7387335289,56631
7387335290,28374
7387335291,69951
7387335292,26016
7387335293,26265
7387335294,56549
7387335295,56602
7387335296,37820
7387335297,28614
7387335298,46054
7387335299,52467
7387335300,66136
7387335301,30037
7387335302,75177
7387335303,13603
7387335304,23929
7387335305,11138
7387335306,68455
7387335307,68904
7387335308,17071
7387335309,47120
7387335310,54626
7387335311,12850
7387335312,14036
7387335313,93951
7387335314,31648
7387335315,90121
7387335316,99026
7387335317,52410
7387335318,52019
7387335319,63076
7387335320,25664
7387335321,93882
7387335322,4660
7387335323,23630
7387335324,17459
7387335325,40778
7387335326,12031
7387335327,35895
7387335328,86784
7387335329,33853
7387335330,69636
7387335331,96862
7387335332,97700
7387335333,17438
7387335334,65261
7387335335,55478
7387335336,73238
7387335337,5394
7387335338,91034
7387335339,34504
7387335340,35600
7387335341,54216
7387335342,60376
7387335343,68734
7387335344,53086
7387335345,13790
7387335346,23207
7387335347,15688
7387335348,92542
7387335349,59035
7387335350,21955
7387335351,7075
7387335352,39086
7387335353,8127
7387335354,40380
7387335355,90679
7387335356,1706
7387335357,68243
7387335358,62500
7387335359,10788
7387335360,78288
7387335361,2950
7387335362,32919
7387335363,51299
7387335364,82543
7387335365,19686
7387335366,22380
7387335367,86607
7387335368,21940
7387335369,30819
7387335370,10561
7387335371,67913
7387335372,84876
7387335373,87191
7387335374,67902
7387335375,45070
7387335376,51236
7387335377,19427
7387335378,49120
7387335379,33562
7387335380,60176
7387335381,28330
7387335382,93374
7387335383,3532
7387335384,39306
7387335385,65963
7387335386,59131
7387335387,70343
7387335388,70828
7387335389,27355
7387335390,15269
7387335391,1227
7387335392,18715
7387335393,2967
7387335394,4255
7387335395,11127
7387335396,20737
7387335397,62875
7387335398,80154
7387335399,89474
7387335400,66264
7387335401,69534
7387335402,15971
7387335403,97786
7387335404,42407
7387335405,5886
7387335406,61661
7387335407,24348
7387335408,27792
7387335409,5961
7387335410,23309
7387335411,76325
7387335412,49279
7387335413,11372
7387335414,71407
7387335415,75913
7387335416,10971
7387335417,53020
7387335418,99104
7387335419,19563
7387335420,61064
7387335421,54977
7387335422,59533
7387335423,39063
7387335424,93059
7387335425,12011
7387335426,8883
7387335427,54782
7387335428,72444
7387335429,91151
7387335430,92667
7387335431,33965
7387335432,7200
7387335433,48505
7387335434,24695
7387335435,72173
7387335436,70967
7387335437,47866
7387335438,41246
7387335439,28478
7387335440,96797
7387335441,68210
7387335442,73373
7387335443,55545
7387335444,53731
7387335445,6995
7387335446,84592
7387335447,72834
7387335448,57138
7387335449,74309
7387335450,6528
7387335451,43757
7387335452,23382
7387335453,94611
7387335454,97095
7387335455,29384
7387335456,99916
7387335457,91392
7387335458,81338
7387335459,67947
7387335460,74652
7387335461,71056
7387335462,3477
7387335463,24397
7387335464,17044
7387335465,92941
7387335466,77777
7387335467,58573
7387335468,58019
7387335469,87745
7387335470,96287
7387335471,33278
7387335472,42829
7387335473,47670
7387335474,3494
7387335475,57010
7387335476,12615
7387335477,16781
7387335478,63608
7387335479,12030
7387335480,45569
7387335481,40342
7387335482,41146
7387335483,18420
7387335484,57677
7387335485,73904
7387335486,88626
7387335487,19136
7387335488,34732
7387335489,59692
7387335490,50909
7387335491,72985
7387335492,52010
7387335493,19511
7387335494,18853
7387335495,80219
7387335496,48525
7387335497,33209
7387335498,39833
7387335499,45962
7387335500,98681
7387335501,87555
7387335502,27472
7387335503,31181
7387335504,45289
7387335505,54819
7387335506,33881
7387335507,63216
7387335508,13327
7387335509,27766
7387335510,13578
7387335511,3821
7387335512,51738
7387335513,22929
7387335514,23466
7387335515,58324
7387335516,53854
7387335517,21262
7387335518,90718
7387335519,19982
7387335520,94275
7387335521,16098
7387335522,84704
7387335523,69852
7387335524,61757
7387335525,24919
7387335526,94589
7387335527,54459
7387335528,9231
7387335529,51802
7387335530,63039
7387335531,22099
7387335532,93210
7387335533,89663
7387335534,30417
7387335535,96714
7387335536,25387
7387335537,30065
7387335538,42310
7387335539,52472
7387335540,98972
7387335541,70869
7387335542,96176
7387335543,3250
7387335544,38139
7387335545,58092
7387335546,61539
7387335547,92698
7387335548,70668
7387335549,71224
7387335550,8435
7387335551,17812
7387335552,59388
7387335553,26797
7387335554,50599
7387335555,71671
7387335556,32013
7387335557,33395
7387335558,81390
7387335559,52084
7387335560,23326
7387335561,84476
7387335562,54522
7387335563,3441
7387335564,62990
7387335565,4180
7387335566,16159
7387335567,10566
7387335568,74528
7387335569,40694
7387335570,4858
7387335571,13346
7387335572,11685
7387335573,57225
7387335574,37308
7387335575,62485
7387335576,39024
7387335577,10502
7387335578,18883
7387335579,42486
7387335580,85503
7387335581,9130
7387335582,30321
7387335583,92150
7387335584,460
7387335585,36327
7387335586,48449
7387335587,11442
7387335588,64813
7387335589,65749
7387335590,83558
7387335591,4577
7387335592,29397
7387335593,62180
7387335594,70838
7387335595,70432
7387335596,47495
7387335597,10483
7387335598,65259
7387335599,50580
7387335600,96420
7387335601,46550
7387335602,68085
7387335603,68579
7387335604,84912
7387335605,6342
7387335606,60508
7387335607,5903
7387335608,90465
7387335609,12549
7387335610,68426
7387335611,74149
7387335612,1002
7387335613,58002
7387335614,63874
7387335615,50586
7387335616,83047
7387335617,42988
7387335618,47870
7387335619,25398
7387335620,46960
7387335621,23071
7387335622,46903
7387335623,58799
7387335624,43143
7387335625,78785
7387335626,96888
7387335627,6680
7387335628,40227
7387335629,49930
7387335630,17132
7387335631,14499
7387335632,75575
7387335633,7317
7387335634,34308
7387335635,2200
7387335636,30284
7387335637,21196
7387335638,9459
7387335639,73185
7387335640,83845
7387335641,32737
7387335642,65576
7387335643,26251
7387335644,31407
7387335645,82563
7387335646,48670
7387335647,12068
7387335648,59279
7387335649,58333
7387335650,29275
7387335651,25494
7387335652,3260
7387335653,25636
7387335654,72885
7387335655,79751
7387335656,36195
7387335657,49791
7387335658,68877
7387335659,81119
7387335660,3247
7387335661,95694
7387335662,50379
7387335663,32911
7387335664,19938
7387335665,79297
7387335666,92062
7387335667,99516
7387335668,21148
7387335669,97869
7387335670,94973
7387335671,52794
7387335672,66349
7387335673,45032
7387335674,57359
7387335675,42717
7387335676,31546
7387335677,18606
7387335678,99684
7387335679,41443
7387335680,83442
7387335681,57528
7387335682,65479
7387335683,47745
7387335684,44597
7387335685,93998
7387335686,78942
7387335687,71641
7387335688,11100
7387335689,63284
7387335690,85809
7387335691,86420
7387335692,39045
7387335693,34793
7387335694,29740
7387335695,69186
7387335696,54044
7387335697,42346
7387335698,86902
7387335699,65127
7387335700,27019
7387335701,54784
7387335702,37605
7387335703,17624
7387335704,72881
7387335705,75982
7387335706,31922
7387335707,90270
7387335708,45343
7387335709,4271
7387335710,38653
7387335711,48589
7387335712,88123
7387335713,71954
7387335714,13204
7387335715,75441
7387335716,57356
7387335717,67626
7387335718,61281
7387335719,78994
7387335720,37108
7387335721,98214
7387335722,60456
7387335723,3181
7387335724,89745
7387335725,57877
7387335726,3556
7387335727,50203
7387335728,19391
7387335729,63188
7387335730,95930
7387335731,56555
7387335732,53095
7387335733,9310
7387335734,21407
7387335735,49298
7387335736,980
7387335737,64249
7387335738,12308
7387335739,2282
7387335740,55004
7387335741,38132
7387335742,37923
7387335743,31077
7387335744,83018
7387335745,23335
7387335746,56431
7387335747,81972
7387335748,31161
7387335749,39647
7387335750,33399
7387335751,4495
7387335752,10948
7387335753,26096
7387335754,65607
7387335755,7712
7387335756,3477
7387335757,72042
7387335758,21835
7387335759,33440
7387335760,56626
7387335761,35663
7387335762,51042
7387335763,23134
7387335764,71746
7387335765,93043
7387335766,73821
7387335767,37873
7387335768,32121
7387335769,93052
7387335770,81548
7387335771,31883
7387335772,63939
7387335773,10043
7387335774,20238
7387335775,31796
7387335776,22671
7387335777,87069
7387335778,30979
7387335779,55786
7387335780,65196
7387335781,39393
7387335782,83543
7387335783,83306
7387335784,73269
7387335785,54989
7387335786,49397
7387335787,21249
7387335788,71711
7387335789,15088
7387335790,8776
7387335791,45912
7387335792,19172
7387335793,7409
7387335794,87470
7387335795,28298
7387335796,71532
7387335797,87183
7387335798,50439
7387335799,370
7387335800,44995
7387335801,15821
7387335802,25287
7387335803,5614
7387335804,23601
7387335805,39433
7387335806,60100
7387335807,41952
7387335808,98238
7387335809,25334
7387335810,78147
7387335811,17791
7387335812,86944
7387335813,89097
7387335814,23649
7387335815,46640
7387335816,78246
7387335817,80150
7387335818,20451
7387335819,46292
7387335820,438
7387335821,64001
7387335822,35904
7387335823,49632
7387335824,54701
7387335825,82506
7387335826,55558
7387335827,47108
7387335828,1211
7387335829,76525
7387335830,72305
7387335831,62619
7387335832,6690
7387335833,58888
7387335834,29777
7387335835,16860
7387335836,17878
7387335837,76076
7387335838,26191
7387335839,45655
7387335840,65748
7387335841,32104
7387335842,7792
7387335843,18347
7387335844,86302
7387335845,24904
7387335846,88652
7387335847,829
7387335848,2862
7387335849,56950
7387335850,45000
7387335851,31670
7387335852,84795
7387335853,31917
7387335854,85509
7387335855,12871
7387335856,10001
7387335857,85033
7387335858,69144
7387335859,68482
7387335860,68185
7387335861,23648
7387335862,80255
7387335863,25646
7387335864,7305
7387335865,4349
7387335866,10697
7387335867,30660
7387335868,61141
7387335869,40154
7387335870,77029
7387335871,48801
7387335872,31110
7387335873,53392
7387335874,67097
7387335875,65539
7387335876,14986
7387335877,33421
7387335878,53465
7387335879,1452
7387335880,71500
7387335881,93910
7387335882,93358
7387335883,38699
7387335884,22273
7387335885,16973
7387335886,25024
7387335887,26248
7387335888,43820
7387335889,48265
7387335890,69211
7387335891,81015
7387335892,46992
7387335893,37755
7387335894,29542
7387335895,71943
7387335896,79631
7387335897,57564
7387335898,95099
7387335899,78494
7387335900,67973
7387335901,1682
7387335902,63042
7387335903,54154
7387335904,28697
7387335905,77848
7387335906,47193
7387335907,10705
7387335908,12511
7387335909,61976
7387335910,86684
7387335911,59081
7387335912,24905
7387335913,37072
7387335914,40773
7387335915,37380
7387335916,88276
7387335917,58292
7387335918,15036
7387335919,16827
7387335920,8920
7387335921,66787
7387335922,78104
7387335923,85289
7387335924,95342
7387335925,96511
7387335926,7610
7387335927,47314
7387335928,21119
7387335929,75787
7387335930,35350
7387335931,54417
7387335932,13376
7387335933,53654
7387335934,38253
7387335935,80238
7387335936,960
7387335937,26847
7387335938,57409
7387335939,46369
7387335940,44593
7387335941,16327
7387335942,4147
7387335943,79688
7387335944,44966
7387335945,34423
7387335946,1470
7387335947,24725
7387335948,94449
7387335949,4698
7387335950,91466
7387335951,15046
7387335952,48587
7387335953,38430
7387335954,88785
7387335955,14252
7387335956,88136
7387335957,64891
7387335958,89431
7387335959,97908
7387335960,62088
7387335961,8658
7387335962,72252
7387335963,65655
7387335964,19425
7387335965,50582
7387335966,47121
7387335967,85061
7387335968,82019
7387335969,91923
7387335970,28853
7387335971,33679
7387335972,96447
7387335973,34581
7387335974,84836
7387335975,55113
7387335976,68855
7387335977,63118
7387335978,88150
7387335979,61437
7387335980,57488
7387335981,72173
7387335982,49719
7387335983,32005
7387335984,60488
7387335985,95618
7387335986,13873
7387335987,89476
7387335988,81220
7387335989,24896
7387335990,89879
7387335991,77751
7387335992,52079
7387335993,69156
7387335994,95534
7387335995,82482
7387335996,88764
7387335997,59997
7387335998,89984
7387335999,61523
7387336000,32754
7387336001,97817
7387336002,23259
7387336003,984
7387336004,75472
7387336005,12211
7387336006,614
7387336007,60794
7387336008,38338
7387336009,86708
7387336010,48513
7387336011,41015
7387336012,57495
7387336013,66486
7387336014,53750
7387336015,8646
7387336016,72538
7387336017,1582
7387336018,87259
7387336019,2319
7387336020,90723
7387336021,68386
7387336022,11320
7387336023,38100
7387336024,9084
7387336025,69161
7387336026,77094
7387336027,91911
7387336028,71963
7387336029,58694
7387336030,21329
7387336031,75659
7387336032,57033
7387336033,24839
7387336034,66187
7387336035,15972
7387336036,33244
7387336037,12321
7387336038,99145
7387336039,84025
7387336040,85147
7387336041,15460
7387336042,61823
7387336043,7082
7387336044,92835
7387336045,18425
7387336046,59184
7387336047,20220
7387336048,15578
7387336049,45293
7387336050,26987
7387336051,81654
7387336052,29958
7387336053,60584
7387336054,53866
7387336055,15095
7387336056,47989
7387336057,81453
7387336058,22262
7387336059,77616
7387336060,40614
7387336061,65795
7387336062,13556
7387336063,9353
7387336064,40541
7387336065,3057
7387336066,69791
7387336067,4816
7387336068,21821
7387336069,87320
7387336070,42586
7387336071,1693
7387336072,11531
7387336073,31990
7387336074,82091
7387336075,93996
7387336076,82778
7387336077,34911
7387336078,42657
7387336079,2774
7387336080,61913
7387336081,46175
7387336082,54028
7387336083,43426
7387336084,73507
7387336085,90710
7387336086,40684
7387336087,96940
7387336088,76811
7387336089,70673
7387336090,99430
7387336091,44061
7387336092,6423
7387336093,98259
7387336094,15800
7387336095,73101
7387336096,98685
7387336097,92524
7387336098,1239
7387336099,94923
7387336100,75076
7387336101,36686
7387336102,53076
7387336103,150
7387336104,73357
7387336105,85415
7387336106,4598
7387336107,71800
7387336108,59285
7387336109,8609
7387336110,3829
7387336111,56594
7387336112,90023
7387336113,12407
7387336114,83340
7387336115,59809
7387336116,62786
7387336117,18901
7387336118,11186
7387336119,55314
7387336120,33135
7387336121,40439
7387336122,91337
7387336123,39276
7387336124,43478
7387336125,94886
7387336126,65232
7387336127,98924
7387336128,17674
7387336129,78444
7387336130,36304
7387336131,59703
7387336132,42669
7387336133,92032
7387336134,60247
7387336135,86986
7387336136,96233
7387336137,46157
7387336138,86921
7387336139,38670
7387336140,45203
7387336141,86521
7387336142,81897
7387336143,59165
7387336144,81976
7387336145,16995
7387336146,37816
7387336147,24320
7387336148,93774
7387336149,75169
7387336150,3091
7387336151,17513
7387336152,65380
7387336153,30020
7387336154,17882
7387336155,39733
7387336156,39538
7387336157,18850
7387336158,15978
7387336159,39084
7387336160,98374
7387336161,30964
7387336162,88980
7387336163,32721
7387336164,37078
7387336165,52540
7387336166,3889
7387336167,68736
7387336168,64392
7387336169,42966
7387336170,30392
7387336171,60791
7387336172,40997
7387336173,68599
7387336174,60846
7387336175,97501
7387336176,98524
7387336177,63440
7387336178,68919
7387336179,34550
7387336180,66
7387336181,35988
7387336182,33783
7387336183,1784
7387336184,69620
7387336185,79292
7387336186,54542
7387336187,48645
7387336188,83517
7387336189,23924
7387336190,47945
7387336191,13143
7387336192,58107
7387336193,38730
7387336194,37237
7387336195,77180
7387336196,9241
7387336197,8459
7387336198,64758
7387336199,7574
7387336200,11966
7387336201,79299
7387336202,94803
7387336203,21554
7387336204,41227
7387336205,88536
7387336206,98192
7387336207,6106
7387336208,66565
7387336209,4888
7387336210,95047
7387336211,82439
7387336212,43013
7387336213,69340
7387336214,44913
7387336215,12530
7387336216,81658
7387336217,22748
7387336218,45812
7387336219,18045
7387336220,15585
7387336221,83556
7387336222,42758
7387336223,96070
7387336224,47957
7387336225,46682
7387336226,55116
7387336227,62367
7387336228,45473
7387336229,93580
7387336230,4218
7387336231,22894
7387336232,6619
7387336233,77351
7387336234,74707
7387336235,43311
7387336236,89201
7387336237,38450
7387336238,4158
7387336239,52590
7387336240,44034
7387336241,3038
7387336242,12380
7387336243,91456
7387336244,84356
7387336245,30099
7387336246,34413
7387336247,42270
7387336248,70148
7387336249,70268
7387336250,62091
7387336251,874
7387336252,67408
7387336253,25329
7387336254,51239
7387336255,78985
7387336256,15585
7387336257,19947
7387336258,89362
7387336259,57021
7387336260,63333
7387336261,59470
7387336262,2986
7387336263,91974
7387336264,79500
7387336265,12227
7387336266,59497
7387336267,33838
7387336268,59115
7387336269,13172
7387336270,27912
7387336271,26005
7387336272,13231
7387336273,15019
7387336274,62075
7387336275,37183
7387336276,29520
7387336277,45291
7387336278,89073
7387336279,20663
7387336280,59929
7387336281,33413
7387336282,88132
7387336283,8579
7387336284,35830
7387336285,91537
7387336286,53850
7387336287,58072
7387336288,69664
7387336289,28287
7387336290,78345
7387336291,53520
7387336292,2710
7387336293,55244
7387336294,73760
7387336295,55473
7387336296,71762
7387336297,52803
7387336298,61832
7387336299,10771
7387336300,9286
7387336301,39507
7387336302,36206
7387336303,32816
7387336304,75256
7387336305,45416
7387336306,92020
7387336307,48325
7387336308,36419
7387336309,854
7387336310,98696
7387336311,96152
7387336312,38481
7387336313,33620
7387336314,66597
7387336315,74349
7387336316,82488
7387336317,84611
7387336318,94675
7387336319,98018
7387336320,32652
7387336321,22732
7387336322,18686
7387336323,41223
7387336324,51498
7387336325,17895
7387336326,28685
7387336327,15958
7387336328,23326
7387336329,53331
7387336330,28800
7387336331,6596
7387336332,91911
7387336333,28155
7387336334,23674
7387336335,67491
7387336336,16916
7387336337,72295
7387336338,55192
7387336339,6299
7387336340,10743
7387336341,22730
7387336342,91536
7387336343,85303
7387336344,10579
7387336345,61428
7387336346,10379
7387336347,70051
7387336348,3268
7387336349,42224
7387336350,99671
7387336351,26251
7387336352,17843
7387336353,10099
7387336354,91460
7387336355,23273
7387336356,8458
7387336357,91433
7387336358,1149
7387336359,24782
7387336360,16707
7387336361,87441
7387336362,82212
7387336363,24109
7387336364,50879
7387336365,60425
7387336366,2552
7387336367,3091
7387336368,59304
7387336369,20035
7387336370,53449
7387336371,98592
7387336372,66612
7387336373,35783
7387336374,39659
7387336375,85289
7387336376,92617
7387336377,92452
7387336378,57261
7387336379,30120
7387336380,77544
7387336381,22727
7387336382,27142
7387336383,90227
7387336384,70246
7387336385,4937
7387336386,65303
7387336387,8802
7387336388,11518
7387336389,66403
7387336390,89388
7387336391,24638
7387336392,2189
7387336393,66916
7387336394,94908
7387336395,58366
